Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.mdv201_1144262fuse", 2, 1,    116.692,    47.1488,   -116.692,   -47.1488
"Line.mdv201_c_1_138_abc1127424", 2, 3, -0.00170364, -0.0201793, -0.000386856, -0.0211261,  0.0020905, -0.0192197, 6.19101E-005, 0.000468508, 3.26214E-006, 0.000566297, -6.51755E-005, 0.000477619
"Line.mdv201_da_8_234_abc56762", 2, 3,    364.053,    148.638,     235.68,    90.4875,    260.818,    102.349,   -363.992,   -148.549,    -235.67,   -90.4728,   -260.784,   -102.327
"Line.mdv201_1144253fuse", 2, 1,    18.4675,    6.68981,   -18.4675,   -6.69014
"Line.mdv201_hn_2_120_a28281", 2, 1,    33.8893,    14.1726,   -33.8867,    -14.179
"Line.mdv201_hn_1_274_a94747", 2, 1,   0.392438,   0.210516,  -0.392437,   -0.21702
"Line.mdv201_hn_2_852_b39588", 2, 1,    61.0346,     22.461,    -61.031,   -22.4651
"Line.mdv201_hn_2_820_b39623", 2, 1,    57.6717,     21.539,   -57.6678,   -21.5448
"Line.mdv201_c_1_506_a8143", 2, 1,    190.215,    76.7563,   -190.193,   -76.7439
"Line.mdv201_da_8_216_b1017349", 2, 1,    26.7199,    9.78428,    -26.719,   -9.79177
"Line.mdv201_hn_2_291_abc63681", 2, 3,    326.456,    136.832,     633.23,    243.036,    444.532,    181.937,   -326.411,   -136.818,   -633.076,   -242.786,   -444.541,   -181.824
"Line.mdv201_106259fuse", 2, 1,    219.646,    85.5848,   -219.646,    -85.584
"Line.mdv201_hn_2_382_abc823", 2, 3,    144.976,    61.6552,    9.34035,    3.59497,    141.274,    57.1591,   -144.969,   -61.6487,   -9.34047,   -3.60187,    -141.26,   -57.1569
"Line.mdv201_hn_2_821_b39618", 2, 1,    32.5961,    12.2036,   -32.5951,   -12.2102
"Line.mdv201_hn_2_927_c94731", 2, 1,    10.9944,    4.44925,   -10.9942,    -4.4582
"Line.mdv201_hn_2_235_abc854", 2, 3,     4.6535,     2.0219,    4.58273,    1.83789,    4.73668,    1.99497,   -4.65423,   -2.03198,   -4.58274,   -1.84901,   -4.73588,   -2.00518
"Line.mdv201_hn_2_306_abc28286", 2, 3,    38.2079,    15.9722,    21.5748,    8.12915,    140.556,    56.5969,   -38.2087,    -15.978,   -21.5743,   -8.13656,   -140.544,    -56.592
"Line.mdv201_c_1_411_a8127", 2, 1,    29.7555,    12.7576,   -29.7543,   -12.7642
"Line.mdv201_hn_2_520_a8092", 2, 1,    101.609,    42.0122,   -101.593,    -42.009
"Line.mdv201_hn_2_420_a814", 2, 1,    113.285,    48.2125,   -113.276,     -48.21
"Line.mdv201_hn_2_153_b14829", 2, 1,    628.524,      235.7,   -627.768,   -235.313
"Line.mdv201_hn_2_870_c831", 2, 1,    196.337,     78.111,   -196.304,   -78.0833
"Line.mdv201_c_1_354_b1008227", 2, 1,    7.92593,    2.98625,   -7.92584,   -2.99404
"Line.mdv201_hn_21036_abc28186", 2, 3,    4.65264,    2.01009,    4.58271,    1.82487,    4.73761,    1.98302,    -4.6535,    -2.0219,   -4.58273,   -1.83789,   -4.73668,   -1.99497
"Line.mdv201_da_8_139_b56756", 2, 1,    13.1873,    4.76427,   -13.1865,   -4.77913
